,Center (nm),Intensity (AU),FWHM (nm),Error (nm)
0,585.2718990252115,55.42667036080685,0.516078881945922,0.02289902521147269
1,588.2108341138663,4.413962205866813,0.517889004321946,0.021834113866361804
2,594.496472461464,8.349070574790373,0.5197893063135917,0.01347246146406178
3,607.4274194745503,8.404688105546702,0.5330970424364582,-0.006580525449635388
4,609.6070157805102,15.242602880541657,0.5363842580946758,-0.008984219489775569
5,614.2951248391025,26.022228027405934,0.5453055692475416,-0.010875160897512615
6,616.3413026840543,6.551325444276267,0.5457192666917152,-0.017697315945724768
7,621.704410038531,4.33259542593066,0.5555014074695527,-0.023589961468928777
8,626.6281671601122,14.704464225953936,0.5598330310610059,-0.02083283988781659
9,630.4605135590809,5.266769635237937,0.5668322367713015,-0.018486440919105007
10,633.4285460408927,13.919925363608627,0.5754122524930739,-0.014453959107299852
11,638.2910641101263,22.17780184184921,0.5817950838524394,-0.007935889873692759
12,640.229260127786,45.4350925917191,0.5916357731685568,0.004260127785983059
13,650.6821577660912,26.22367835544258,0.5952048113499803,0.029157766091202575
14,653.3258128186201,6.9175759626084945,0.5947040724722867,0.037812818620068356
